BRCA	HNSC	KIRC	KIRP	LIHC	LUSC	PRAD	STAD	THCA
hsa-mir-1266	7.6184085694021	0.0442268791818812	0.152363194531593	2.13128662368525	10	2.88018024922332	0.431599726589008	2.3204779182345	0.360158346802379
hsa-mir-127	5.3903678912623	6.31159893408687	10	10	0.100940149027198	1.94761248621281	2.60213967725974	0.170067136633186	0.208583718533218
hsa-mir-1270	3.39841867248562	0.0845254537857831	10	4.93511451292931	10	8.69105464667771	0.234570218364114	0.403092252370621	0.587830209996432
hsa-mir-1271	7.75904656482827	0.740205071251224	10	0.318285168442689	3.92837910896453	10	0.929300991741058	1.72643003324334	1.1347326834987
hsa-mir-1277	10	0.302397658048375	4.26378332077331	1.74933615833115	0.663434305669526	6.37140414595566	0.980107454438607	0.0243617305794195	4.14758094513067
hsa-mir-128-1	10	0.670792557179008	0.560779399395725	0.791592363608255	7.91740195158728	10	0.0823577250564391	1.51869256505006	0.089577812502806
hsa-mir-128-2	10	0.251206056691881	1.25634896603981	0.749328939055958	8.65565893435461	10	0.789707049175798	1.0376332035062	0.0169213210638095
hsa-mir-1287	0.0603981485398952	2.25689036873709	1.57077972505395	3.74123239387433	2.24014731549764	0.0613265861164454	0.352238918599338	0.450764433207797	0.406622880015751
hsa-mir-1288	1.70338400420531	2.05881849296442	0.294824822742997	1.33535594470936	3.04904708632839	2.17446526487202	0.194130321635009	1.10865289006278	1.26497772019952
hsa-mir-129-1	2.26612810656484	1.23600492053822	10	10	1.70142766456766	10	1.65297170084084	0.393678430897157	0.128420616419816
hsa-mir-129-2	2.79419431679653	0.897198286816279	10	10	1.91407832744161	10	1.55445009599011	0.420620147719001	0.128230273975963
hsa-mir-1296	3.9503791693579	0.256392129292038	10	5.10166784166413	0.272684646731592	10	1.93582656640802	1.14744505705988	0.191937820456796
hsa-mir-1301	10	10	1.30690364036289	3.08449974736936	10	10	0.243648273432016	9.74068137888679	2.33172598617691
hsa-mir-1306	7.17698431654676	10	1.08370752095043	0.745865220628778	3.44482300657423	10	0.0285822608913349	0.555742664142842	0.313023640886076
hsa-mir-1307	10	10	4.20364548264954	10	6.98413647255077	10	0.255331005456216	6.12705504459412	9.44735174264159
hsa-mir-130a	10	0.488057443074782	10	5.22919792422505	10	0.0733145781930743	1.78631041797459	1.7397085546734	2.13783751509848
hsa-mir-130b	10	10	10	6.65921753880122	8.88891379030813	10	7.96487477437084	5.57420871264719	0.581721118305535
hsa-mir-132	7.65132726171139	0.354192090013699	1.46531511566088	0.395482810105735	6.83414900821753	1.2947529018782	0.0969467562040732	0.377109000424691	2.38980184399455
hsa-mir-133a-1	10	7.05902852414864	4.56112582930034	5.7274013487585	0.106477261418864	5.84116613866436	1.68842015314659	10	0.102728570905094
hsa-mir-133a-2	10	7.27161545241229	4.60181713905469	5.58292486600704	0.154489317715877	5.79358331804421	1.52224704919481	10	0.0433499437165027
hsa-mir-134	4.92653969448241	0.576185702721627	9.77701982744741	6.60130327411895	1.25160592754238	5.24260201507794	2.575652654171	0.698745778267279	1.25803473278501
hsa-mir-1343	0.114820794774966	2.77991757239603	0.713134013024861	0.575165967666488	2.8945608042739	10	1.28211421006932	1.28285146146917	0.253738106991322
hsa-mir-135b	10	2.15106156495885	5.37656050312441	3.75166402935072	3.33486784044076	6.76986668167372	5.1165959761481	10	1.1347326834987
hsa-mir-136	0.162119387997037	9.85953834638325	10	10	4.72744422132984	4.3569368386195	2.25043443240261	1.21493908493522	0.384216398178287
hsa-mir-139	10	10	5.49521618052395	10	10	10	1.42432854277045	10	5.45246416916968
hsa-mir-140	10	10	3.32611269955822	0.101275759025473	8.02636154868482	10	0.180737792673577	10	2.80275646576033
hsa-mir-141	10	0.538666864866076	10	3.2898499098572	2.33131815669433	5.6350666451375	2.575652654171	1.67457224989815	1.86080742077499
hsa-mir-142	10	0.116966704886434	10	4.24961206020946	4.71255256975965	1.72572705075978	1.83721266715195	2.18912136272974	1.5311991556134
hsa-mir-143	10	4.34968330270781	0.922704853121149	4.15066269325198	3.09708741011465	9.2737610682097	7.52011532473228	10	1.08732489132345
hsa-mir-144	10	4.48585864942717	8.10129404397185	2.92487995043932	3.82451065485917	10	2.63961278787191	5.61345033216439	10
hsa-mir-145	10	4.21460645714624	8.38914638468282	10	6.43811280772378	5.92335890202874	1.9521870804186	10	5.04112751001094
hsa-mir-1468	10	8.22753676943319	1.71539484359332	2.46212174584747	1.32502797637109	2.321829871408	0.128104754684777	0.721966635464948	0.38554959769975
hsa-mir-146a	3.29443148586302	1.65597699920602	4.96972938523603	5.58398824257453	0.0136493235015356	0.0931162501946613	1.05395214903837	0.317568172977752	1.35069724557088
hsa-mir-146b	0.386036161554927	0.318852571380192	10	3.58694900220017	4.79755888960654	3.25734023993966	2.21165602157453	8.72825451324321	10
hsa-mir-148a	10	10	4.51142309830255	1.24438578155141	0.318466589595101	1.26966440860041	7.18327970129658	4.25900263498288	0.400010931962851
hsa-mir-148b	10	0.235657170785285	3.90987344886068	5.01992000015758	9.78106611139207	0.621696937883371	0.0110666942654575	1.1810472840149	1.39591241821227
hsa-mir-149	10	0.501645034575916	10	1.90358099434717	2.67852058290932	10	0.0536585238577178	9.73667288847147	1.29781178276386
hsa-mir-150	0.321119940786097	0.599217843696185	3.16070644623206	0.392378137539244	1.95425726357806	1.04623545543479	0.510620709073099	0.525853861714063	3.9288075277752
hsa-mir-151a	7.03675345075613	1.47548630343793	5.25762497026812	2.25296003191729	10	4.91316550069847	0.536116890348156	3.31442099844615	1.84918074170687
hsa-mir-151b	4.89900551437494	10	10	0.089824860934839	0.0739909665319278	7.92289292438174	1.6721482421137	1.7315737072085	0.0639989101454123
hsa-mir-152	0.209031493707084	0.00979723922605714	0.737621110514335	1.46624529741373	0.619249128843195	5.5642828171631	6.88365644030231	6.20602470771807	8.5068149595059
hsa-mir-153-1	10	1.34405951564041	4.8289545833854	0.503062221578838	0.0251518183230061	1.03334621839622	8.78814151303387	1.49529512466208	2.34424355589973
hsa-mir-153-2	10	0.218010161864632	8.19480867428886	1.56050424751378	0.0898893275859616	2.22708481231535	10	0.995539420651465	4.0182954729944
hsa-mir-154	5.89603954850605	3.21801776907691	10	10	2.60431711107521	10	1.54748395306467	0.253346489523562	1.46306711483901
hsa-mir-155	10	0.068594005865456	10	8.01835594964235	0.854381622646654	0.668137665092616	0.196518649348466	1.29818376704726	0.313023640886076
hsa-mir-15a	10	2.21963862421195	10	4.90880049755587	0.584356351164941	3.72094154568421	0.748359990255747	4.71047840183262	9.75964100452654
hsa-mir-15b	9.69678630544047	1.97414837588334	6.94580833681654	2.47620098441091	4.13680064533539	1.96600928480904	0.676785965219939	1.054448946835	0.257488627023093
hsa-mir-16-1	3.2952846930905	0.298623966417865	10	0.829594771268664	0.104163151873869	0.390742873099314	0.022771965641707	0.848838191405874	0.434322831100249
hsa-mir-16-2	3.05151274261809	0.383042364661208	10	0.876740737803737	0.0931232010194305	0.480614089187441	0.0464673232586443	0.721966635464948	0.551924823084911
hsa-mir-17	10	1.70903691735291	1.24928058113442	3.77601517158578	2.04215445821215	10	7.82607656414112	5.8255361418025	0.0639989101454123
hsa-mir-181a-1	10	4.36355096831684	10	1.22072202457153	2.46349755285368	10	0.565052566824497	6.48137661077099	10
hsa-mir-181a-2	3.53562919327996	4.13837298942685	4.15880476196953	0.922846919687027	4.0198143716848	2.08895296312431	2.22517555258467	2.2433546700249	10
hsa-mir-181b-1	10	6.54555004037027	10	3.46617125741686	8.45257752942359	0.435980199166317	2.32714076523618	8.95578232781907	10
hsa-mir-181b-2	10	6.54611148432914	10	3.23124660585253	8.68909978587038	0.53696535099995	2.64723479678628	8.49022122956888	10
hsa-mir-181c	10	0.374240676586728	1.37260320873665	4.98239664405122	0.520956858447506	0.911756026538703	1.06319947557864	0.740525995083722	4.46967829929507
hsa-mir-181d	10	0.729256153892827	2.0710721947784	3.93895583767126	2.67688142082567	0.244525886219946	1.22644758995772	0.869329763649622	10
hsa-mir-182	10	6.32549273392942	3.32539033474911	10	10	10	6.33121578983085	3.69284111577558	6.91046594765781
hsa-mir-183	10	10	6.85041527196107	10	10	10	4.64107558624323	6.94089098213352	8.08559639520646
hsa-mir-185	0.0129876733303428	6.6412853602235	10	10	4.82288398135336	0.168924467913574	0.0230725271857912	2.93375958185001	0.0718535340492111
hsa-mir-186	1.72873660579344	0.170715336022005	10	1.04000542035139	1.1948417065364	1.07558126841926	0.0258874814999824	1.07234150532141	0.58383018136862
hsa-mir-187	10	3.30003286902729	8.88554607282802	0.786638893623324	0.492028169439709	2.42216399240295	7.18327970129658	3.7299188296521	10
hsa-mir-188	10	0.482288861196326	10	3.62198932164498	5.65064522654619	10	1.08358605774581	10	2.04718545953116
hsa-mir-18a	10	7.12357390937726	3.34407807773824	1.29577274641334	3.46551184503245	8.19402206267847	2.33845885054783	10	6.09490867979158
hsa-mir-18b	0.00267394039287813	1.57236382207309	1.39312544503306	0.614600915531844	0.167563060355331	1.40936530094346	0.450779389175982	0.529430765782808	3.67084606479151
hsa-mir-190a	9.4660096175275	10	5.15450377140779	10	0.713497763543518	9.6372762624556	0.353075311575638	0.416632570361667	8.58473813192209
hsa-mir-191	10	0.402397995393921	2.08159889063219	3.44850066091691	0.286919215023103	5.09461635180491	4.7758646327428	4.21896750499766	2.17821410630177
hsa-mir-192	10	0.125865945171439	0.678999616074451	1.0688693581709	0.277801986168591	4.75364337627324	0.0390793110192831	1.2765860478015	0.132007859790304
hsa-mir-193a	10	1.73260506037565	10	7.12781577040384	0.213642351008923	2.74230341581611	0.639253982028992	10	4.76848988014978
hsa-mir-193b	1.29044225281162	10	0.160658322323094	4.90880049755587	0.653582565489751	10	0.12957691320987	0.547506383167713	5.44766805429944
hsa-mir-194-1	1.51285545215672	0.484890865705221	0.121272875302309	1.65613657052959	0.209259964834909	0.365180902011048	0.0258874814999824	4.64199074998581	0.18653396720426
hsa-mir-194-2	1.98491933241025	0.374240676586728	0.0789275654576463	1.83521962775033	0.193647972435683	0.286504296268684	0.0219555746830709	5.02195841419897	0.206971157432608
hsa-mir-195	10	10	0.753759665548315	10	2.91378236409623	10	0.464574444692194	8.75669795771548	10
hsa-mir-196a-1	10	10	1.69330797482886	0.369032686194974	10	10	2.81897328222775	10	4.03134134140958
hsa-mir-196a-2	10	10	0.942537985212985	0.179064459344468	10	10	1.73233091087623	10	3.47044348658148
hsa-mir-196b	3.04447948066974	10	8.58315334715331	5.20762734512362	10	10	1.6575535915234	10	10
hsa-mir-197	2.23733393439331	7.12575657693002	2.3245919350217	1.6436581696799	0.318466589595101	7.79589581825038	2.70220078445295	0.159102907429952	0.360158346802379
hsa-mir-1976	3.54609957505337	3.64469423926624	0.835692193476985	3.93895583767126	0.0977479277347927	7.48448096315453	1.57320774752733	3.35971876506719	2.13633080287301
hsa-mir-199a-1	2.0831877450605	1.70903691735291	10	10	10	1.34681304736313	0.714495707528284	0.0102017898556097	6.31074824895921
hsa-mir-199a-2	2.3895662793368	1.79222522484817	10	10	10	1.71930178838996	0.770890432926598	0.151744804301489	6.75229441907635
hsa-mir-199b	1.81087917318107	2.33346148136056	10	10	10	2.00369392775661	0.649509362027884	0.528634560575188	8.04327619485096
hsa-mir-19a	10	1.84829782479818	1.26123717218129	0.287551834949056	0.0419104856536506	10	8.37778098863046	5.19082986072943	0.787515130572558
hsa-mir-19b-1	3.03702162380093	0.120447492991649	0.658997408500271	0.118451899232507	0.393493607490005	8.71305208047777	10	2.60986123411293	0.993786344588368
hsa-mir-19b-2	1.95390636467789	0.352857781471497	1.23527713770601	0.260095386859946	0.162304039428748	6.18518540521203	10	2.26516858686136	0.803577897689667
hsa-mir-200a	10	0.167602687368836	10	0.623656319668705	0.966356984559784	10	0.452128964438523	4.51076980492481	3.67084606479151
hsa-mir-200b	10	1.19172862866194	10	1.03130030097039	1.0681617690552	5.81045943905837	0.876534844559139	3.65458577180247	3.81188223072266
hsa-mir-200c	10	0.783854341922782	10	2.16372331047359	6.38542601873541	4.16098185507934	4.06795926106512	1.75041030384316	1.29301837476847
hsa-mir-203a	10	1.07673362951137	10	4.36433270996879	0.0136493235015356	9.03088776343049	0.178472101678992	5.34906985884284	1.55412083841479
hsa-mir-204	10	1.63864669120736	8.55225354844826	2.72439117348292	3.31173985792423	8.7202194808047	9.40227144695317	6.80071851833009	2.17594730479718
hsa-mir-20a	2.24878887647569	1.76479351384299	0.293983671150089	2.54537621595275	0.818427574834962	9.17466801022663	9.94586006923274	2.32923713505815	0.0273260804635433
hsa-mir-20b	6.11009868811613	0.032067554859186	7.91081459439669	0.140582797771037	0.187165287938781	1.91515782715039	3.56477100254785	3.97584499869699	6.48688606835945
hsa-mir-21	10	10	10	10	10	4.15670236600855	1.31375273260612	10	10
hsa-mir-210	10	9.68452484995595	10	7.58832636847704	0.263160177096444	10	3.62878704616031	2.52264829608196	0.253738106991322
hsa-mir-2110	3.86578134592205	0.210350558637631	0.00305918221792782	1.66615108720276	0.491249629141598	0.210467404221937	0.81841690718664	0.637725278879928	1.5688877014444
hsa-mir-2116	0.441048522489479	1.54308611885502	0.0639324163624778	4.67773114658848	0.517881686677161	9.23173991973658	0.17592410886056	1.57203076565898	4.18016457756839
hsa-mir-212	0.545050746800485	0.419459475096849	0.758544803191858	2.51545535660421	3.69279819360783	4.79820062790137	3.10809795780921	2.98277164392655	2.03626742079475
hsa-mir-214	1.94214899243559	0.172885413259708	10	10	9.8436806116607	1.99279350675956	1.07832484600956	1.5227800027122	6.58655231171003
hsa-mir-215	7.34346846362839	1.25137049938278	9.14952200121961	1.88164448649991	1.39565340406443	0.753917375879439	0.714495707528284	0.150548488800203	1.67511201678462
hsa-mir-217	4.02319851583729	2.8226427078337	10	10	10	1.36161405276117	0.0823577250564391	1.75121089516546	6.71048639633416
hsa-mir-218-1	10	6.6268351885803	10	1.1797536637043	0.90702895891004	10	2.44626228051496	6.2709870937971	2.7392212608204
hsa-mir-218-2	10	6.1730817543061	10	1.3414209894677	0.641472204287906	10	2.78342004991133	6.85386876359038	2.97124107032802
hsa-mir-219a-1	2.73587677842034	1.11169893786015	0.688652508440899	5.54529437306111	1.24618447806089	10	0.820673296892688	0.239313303038359	0.406177709839476
hsa-mir-22	9.78915666920538	0.0266314430923055	0.160658322323094	0.322030408845924	1.10133423686062	2.6575490860753	3.34027237097531	1.10865289006278	0.850133507329151
hsa-mir-221	1.23463218950249	1.57527004828903	0.0285122973551738	5.02773539161903	10	1.35758309946127	10	4.03023988943805	10
hsa-mir-222	0.196067241140591	1.4916995043461	0.806565502509366	7.88665639810181	10	1.58252996977554	8.57978431810385	6.98315129607325	10
hsa-mir-223	10	0.878291732988485	3.14704442341355	6.90291089368121	5.40341574793127	3.43231884896982	0.053726666437524	2.64627842813154	4.19798578865592
hsa-mir-224	4.69431069441592	8.79879810248387	10	5.4800621703027	10	10	1.5071476518815	1.73199579349042	3.46547200009433
hsa-mir-2277	7.30517297489295	3.97913152756475	10	1.97492637445141	2.13739689904516	10	0.0829931235384756	0.769793899175851	0.957667161685814
hsa-mir-2355	0.58250871590085	10	10	4.88489478229887	0.180229401702177	1.74972285413385	1.39011182311813	0.103186532882346	0.840654039357238
hsa-mir-23a	1.12439950301224	2.80292844750972	10	6.65611524865876	3.07126955650144	1.25559161294075	3.17103620177416	0.27356363828426	1.90756927772704
hsa-mir-23b	0.549050161113565	4.61085769310768	9.80030636031442	2.4726687591854	0.597142955239408	0.0733145781930743	7.49453267909068	10	10
hsa-mir-24-1	0.934359507248541	2.69483475682343	1.73622739742871	0.630679353233791	0.487794033406116	3.05355554850831	8.46654176522637	0.134983654702661	0.300068950233933
hsa-mir-24-2	0.956321670484362	2.79394577420024	1.12008319967595	0.355168041159854	0.991490029008852	2.90897675718244	8.06158420950599	0.185130457212376	0.208583718533218
hsa-mir-25	2.37846667314456	5.18006677640772	10	8.11780865608173	10	1.17185809689552	9.62879755698915	4.37503928824234	1.31771083282034
hsa-mir-26a-1	10	10	10	10	1.18829894237673	10	7.05305891877537	10	3.47757937060327
hsa-mir-26a-2	10	10	10	10	1.18016810606574	10	7.18327970129658	10	3.58888850515023
hsa-mir-26b	0.600964689988643	7.10199750855853	3.40908882422788	10	4.12651557640903	0.673324570541855	0.416282777287266	3.5509355415352	0.993786344588368
hsa-mir-27a	10	2.45991706622783	2.64210388693075	0.496147590482495	1.70184832694251	0.765910674543743	5.21190219950966	0.987990674112096	2.03028199297813
hsa-mir-27b	0.196067241140591	9.71488403751336	10	10	3.52736682560655	0.562469539515532	10	10	9.41994232683967
hsa-mir-28	10	2.21913972311405	10	7.67323461857158	1.11964146559931	3.27313737561089	1.27618127312872	10	9.38865527909617
hsa-mir-296	2.51365047659925	1.90392709592252	1.0593153644921	1.55220870411566	1.25638547369752	10	0.879936427067401	0.338880383473555	0.132007859790304
hsa-mir-299	10	10	10	7.95493739575751	2.92415873505775	4.81777057351739	3.17129202971586	1.23526343075645	0.330655772888307
hsa-mir-29a	10	10	10	2.63632140496901	0.240166993476498	10	3.48404475939697	0.483191906568048	4.27973831970272
hsa-mir-29b-1	10	5.12409275612531	2.95352295623829	2.17852020642986	0.0306925952732094	1.08970155021124	0.809762863875424	0.33375910973517	5.50061042751531
hsa-mir-29b-2	10	6.05345134689677	3.00199186432276	2.33548670869553	0.0394000017159791	1.78047713819946	0.629082452907202	0.698745778267279	5.08973549749004
hsa-mir-29c	0.289074706784675	10	5.97521556360425	9.41249937025527	2.27217743934562	10	0.510620709073099	10	1.12959578283947
hsa-mir-301a	10	10	0.138167410312675	1.37212767276221	2.30113301872245	10	0.0288783330219576	2.93037344021163	0.38554959769975
hsa-mir-3065	10	0.453134495316981	10	3.88009407150586	2.85433106967901	6.43866597701965	0.572779675371209	0.068182412915442	10
hsa-mir-3074	10	2.91576688696896	0.171695991103602	1.39362424467334	7.89016434963775	2.29204618039793	10	1.08367674575245	6.71048639633416
hsa-mir-30a	0.708535927000004	10	9.87753162431349	1.5185794037972	0.103884088917315	10	0.450779389175982	10	1.09953608264756
hsa-mir-30b	1.37928411379243	7.03144184298865	10	10	1.91726846737985	10	1.50695329577386	0.803750545771459	0.128230273975963
hsa-mir-30c-1	0.90070113295331	4.05042841124462	10	6.37344315686938	2.77027895745272	8.59946524881005	0.0829931235384756	7.13317775138085	1.1379875581949
hsa-mir-30c-2	1.7974535353269	7.78858063681619	10	7.29924049462415	3.43414085455943	10	0.196518649348466	10	1.40239471692819
hsa-mir-30d	1.32856744117436	4.90983286742556	6.09463440997105	0.114807283182335	10	10	1.50832846926545	5.4449919339916	1.39717445859541
hsa-mir-30e	1.14014448520943	10	3.39823009502401	0.361915113987054	4.09526711536179	0.888083827996542	1.9521870804186	10	0.38554959769975
hsa-mir-31	0.206496665507141	7.62428790042544	2.20605486984833	5.90121613262643	5.07834611264277	10	0.879214938319395	1.0376332035062	10
hsa-mir-3127	10	4.17016399519707	4.96219988459197	10	10	10	0.614928226062999	8.00842752329752	1.17226093518055
hsa-mir-3130-1	0.323491628818776	0.0789053077768881	8.6979132729397	2.21336273004203	0.401459827960941	1.66872017823528	0.0959938855442649	0.360388906603438	1.70789634589149
hsa-mir-3130-2	0.196453873210266	0.0444576093512383	8.9442293249352	4.85431461301123	0.491249629141598	1.34681304736313	0.0874753592459745	0.119920420727213	1.6067190389523
hsa-mir-3157	5.26669183042168	0.374240676586728	0.152363194531593	0.35418941319785	0.0138215492260209	1.50445977265068	0.162997879171457	0.066942485050003	1.40070365366646
hsa-mir-3199-2	10	2.72983720031776	5.32888676401177	5.94918366619679	2.64146019839187	0.466893133997546	0.356289228888604	3.72933981367179	4.86153088747032
hsa-mir-32	10	1.61568131918813	0.155849463863574	0.200187235224294	4.62140331873193	0.887727945482263	4.68492511196223	5.18670923627036	0.139691916584363
hsa-mir-3200	10	3.27674753540029	4.7954604629662	1.0241626496652	10	10	0.0829931235384756	5.2587107391631	1.17302629626192
hsa-mir-320a	5.53751029516821	2.98815540743113	0.450968830463944	0.574660900180902	7.09983696826415	0.389556311554047	0	0.466951916081285	0.0224603361986686
hsa-mir-320b-1	2.10708035206231	6.11261576238598	0.404418918727525	0.204963609977941	1.92151018527472	10	0.419301839825184	6.64645853278763	1.06668783263413
hsa-mir-320b-2	4.52995265092828	7.69104295869071	0.940005519802267	0.264134355743326	4.06290151450777	10	0.35396753808496	3.92671743445027	0.694407697216299
hsa-mir-323a	3.99965811315681	0.454565327262312	10	10	0.393493607490005	10	2.08215021728157	0.0102017898556097	0.513803340185981
hsa-mir-323b	2.00103858618211	2.08734804244559	10	9.067500809287	1.01264643373939	10	8.57046823411308	0.579737644148295	2.57533153359272
hsa-mir-324	10	10	8.47512968971773	0.815698349674966	6.15193498688276	10	0.0829931235384756	0.441571087785961	1.27914389703277
hsa-mir-326	10	0.1184200191859	0.173839746459624	0.415947148332839	0.610755172274185	8.83523303983046	1.31916537983582	2.28553830779172	1.6269845513497
hsa-mir-328	5.94224402084222	0.527485807129288	0.0137852784614312	2.41277393635581	0.619249128843195	3.26437541982589	0.186356857423899	5.98186579745803	0.525823271391067
hsa-mir-330	10	6.60469573495493	10	4.09944223431248	10	1.61446824030209	5.71104097385923	1.32783302408847	0.291320344803186
hsa-mir-331	10	6.78598054836541	5.20054156619931	3.52621006597093	2.29881044538936	10	0.096171963248194	2.33409480270219	1.04569794368275
hsa-mir-335	10	0.985900101052017	10	0.438188370462918	0.330558811867647	2.57856639079123	0.199870547015474	4.02089193601664	1.93521812229963
hsa-mir-337	10	10	10	9.06194415673459	3.42963839858593	7.10560843914238	0.312402891553241	1.535365157076	2.69147729423846
hsa-mir-338	0.159841323430053	8.77554991119903	1.29607700250182	10	4.5220305630769	10	3.02005524135559	2.56178192657153	0.639446234689081
hsa-mir-339	0.640952487879747	1.52144563948619	0.93590366711306	0.376433546527734	2.60071213787549	3.28039753908922	0.505438745273266	0.02549102108708	1.65479349308433
hsa-mir-33a	10	0.281356348629643	10	10	0.117050020976705	10	0.0110666942654575	0.0572468742795484	0.633989662805633
hsa-mir-33b	10	0.125865945171439	3.3994077522296	0.299502523562093	3.79151346230785	10	0.289433526989753	1.35615131504827	5.58598596789139
hsa-mir-340	10	2.40928279558712	10	8.39412019990916	0.537726595361151	0.0133628227621057	0.229639815714123	0.926220480967143	1.96248683542895
hsa-mir-342	10	0.991444668219457	10	1.75830846656021	0.610755172274185	0.244525886219946	1.50530314768571	1.07839827344757	4.7081333189599
hsa-mir-345	10	0.987857553247666	8.26609734645592	2.05814868467067	0.104392225203068	10	0.476066422714765	1.10197021303199	0.926484246994344
hsa-mir-34a	1.17914538953146	1.35275749975042	10	10	10	2.28410800020458	0.832385052487135	0.537159814163144	10
hsa-mir-34c	0.979277151984237	1.63193663299666	4.89869551805877	3.93895583767126	10	3.97786713802566	0.499776051154218	1.08947958632234	0.0921020405505851
